	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84
589	0.59553	-531.22306	2.74323	-0.00363	-0.09015	-0.0008	-0.21148	-224.72854	1.53895	-0.0011	-0.07189	-0.00037	0.21019	285.52696	0.36862	0.00208	0.05898	-0.00109	0.54359	-693.86831	-0.50897	-0.00245	-0.0463	-0.00046	-0.23211	-290.14896	-1.60736	-0.00329	-0.05269	0.00175	-0.80461	111.06729	-3.18175	0.00209	0.03071	-0.00085	-0.88475	-71.82216	-3.77824	-0.00076	-0.0203	-0.00107	-0.51665	1102.28208	-2.32954	0.00547	0.17234	0.00067	-0.35581	-204.98638	-0.64616	2e-05	-0.02952	-0.00128	-0.4123	-452.22662	-0.25782	-0.00394	-0.15107	-0.00068	-0.46559	1002.94218	0.67401	0.00459	0.10344	-0.00226	0.08948	-1999.71538	-2.11538	-0.01282	-0.25753	-0.0018	0.44654	1042.12918	2.32551	-0.00023	0.0816	0.00972	0.11066	-37.14982	-0.46782	0.00078	0.04395	-0.00185
590	0.43703	309.77675	0.09991	0.00267	0.08156	6e-05	-0.05348	-165.2042	-1.02717	-0.00083	-0.00858	-0.00018	0.06726	-257.24813	0.0916	-0.00231	-0.0494	-0.00019	-0.22527	-210.55543	-0.8237	-0.00177	-0.03131	-9e-05	-0.30328	-313.32797	-0.53791	-0.00254	-0.0634	4e-05	-0.29832	-112.91465	-0.56484	-0.00123	-0.0313	8e-05	-0.68552	330.14837	-1.19929	0.00277	0.05737	0.0002	-0.5781	319.53934	-0.06141	0.00213	0.02684	0.00014	-0.13677	1.022	1.77016	-0.0005	-0.06706	-0.00015	0.20368	-713.58736	-0.58234	-0.0056	-0.1357	-0.00045	0.47802	-287.88459	-0.13709	-0.00191	-0.02609	0.00012	0.27527	174.38113	0.09297	3e-05	-0.01831	0.00026	0.32095	-110.46496	1.04891	7e-05	-0.00861	5e-05	0.17033	-162.3859	4.49391	0.00014	0.00789	-0.0001
591	0.01625	-395.84163	-0.88483	-0.00262	-0.0648	-5e-05	-0.22825	-387.24546	-1.35594	-0.00272	-0.04889	0.00309	-0.1386	20.96018	-1.4959	0.00119	0.00475	0.00019	0.04386	22.66194	2.69215	0.00035	-0.00714	9e-05	-0.09673	389.25871	-1.1848	0.00162	0.06054	-0.00064	-0.33775	-325.4813	-3.81062	-0.00217	-0.03722	-0.00106	-0.04085	109.15518	-2.15915	0.00079	0.03552	-0.00225	0.23265	-275.02773	3.05274	-0.00264	-0.05108	-0.00121	0.01055	253.01818	2.17193	0.00332	-0.01165	-0.00252	0.08586	75.88804	-1.9732	-0.00039	0.04687	-0.00199	0.11386	-450.75349	-1.3944	-0.00372	-0.04835	-0.00309	0.87942	960.32173	7.22893	0.00579	0.13493	-0.00206	-0.38399	-1225.15582	0.2266	-0.00502	-0.19928	-0.00057	-1.79534	794.72018	-9.2664	0.00283	0.11665	0.00048
592	1.17116	63.06769	4.65849	0.00158	0.05668	-0.00029	0.57157	-10.66298	3.10162	-0.00028	0.00083	0.0002	-0.17319	-88.6791	1.56944	-0.00108	-0.03844	7e-05	-0.49559	-367.13669	-0.61374	-0.00296	-0.1073	-5e-05	-0.78166	-155.486	-3.32856	-0.00193	-0.06792	6e-05	-0.94421	63.25396	-4.5863	-0.00019	-0.01293	-5e-05	-0.82838	-75.3756	-5.77014	-9e-05	-0.0049	-0.00016	-0.81829	160.94126	-5.01508	0.00127	0.04824	0.00034	-0.53236	173.1864	-3.0	0.00182	0.04938	-0.00054	-0.41876	-54.4032	-1.61022	0.00106	0.03145	0.0001	0.11294	1.8619	-0.58889	2e-05	0.00161	-0.00018	0.5639	-89.36893	0.41333	-0.00114	-0.0232	-0.00014	1.09454	7.5764	4.58111	-0.00082	-0.02076	-0.00033	1.21334	141.9964	5.30444	-5e-05	-0.01242	-4e-05
593	-0.15316	98.94528	0.04761	0.00053	-0.00149	-0.00053	-0.28832	42.80835	-1.29803	-0.00054	-0.02933	-0.00102	0.2932	-61.4464	1.44996	-0.00029	-0.0117	0.00071	-0.4534	-209.01656	-5.32194	-0.00052	-0.00317	-0.00026	0.04096	-407.45176	-2.14389	-0.00274	-0.02988	0.00023	0.29908	-273.47773	2.66396	-1e-05	-0.01914	0.00024	-0.55483	-99.13862	-2.19249	-0.00148	-0.02681	-0.00077	-0.00274	-690.13453	0.24818	-0.00538	-0.08956	0.00022	0.42654	410.85316	3.96029	0.00173	0.08073	0.00031	-0.37512	-432.90862	-4.09076	-0.00418	-0.05916	-0.00022	0.01663	-279.07462	0.64718	-0.00394	-0.07699	9e-05	0.45483	497.06204	2.16596	0.00575	0.05328	-3e-05	-0.41854	1004.65538	-3.80416	0.01244	0.18561	-0.00024	0.41515	760.91538	6.17084	-7e-05	0.04038	2e-05
594	-0.5246	58.17659	-3.56167	0.00059	0.01648	-0.0013	0.03325	-112.00427	-0.17462	-0.00014	0.00077	0.00064	-0.19784	351.69139	-1.24323	0.00183	0.04749	-0.00024	0.25427	119.33747	4.63811	-0.00047	-0.03571	-3e-05	-0.17625	-161.70322	-4.86469	-0.00163	-0.01935	-0.00106	-0.35632	-231.19704	-1.15944	-0.00222	-0.05648	6e-05	-0.10264	-52.58847	2.06896	-0.00027	-0.00825	0.00011	0.41751	-32.72984	1.21109	-2e-05	-0.0065	-0.00116	-0.06596	-916.48222	-0.39596	-0.0037	-0.11916	0.00052	-0.09235	-103.85689	-0.85076	7e-05	0.0058	0.00032	0.53574	125.84778	3.88754	-0.0001	0.03788	-0.00095	-0.58014	-422.19778	-7.44396	-0.00073	-0.07136	-0.00093	0.54862	-439.03056	5.83971	-0.00063	-0.00875	0.00258	-0.64245	-169.14889	-13.29729	-0.00022	0.00665	-0.00081
595	0.61142	-348.39263	0.89674	-0.00166	-0.03134	-0.00042	-0.11295	-142.53798	0.13329	-0.00189	-0.03144	7e-05	-0.24488	-226.45221	0.9546	-0.00286	-0.04256	0.00015	-0.40121	401.27412	-3.44185	0.004	0.09109	-0.00012	-0.18527	-88.46982	-1.014	-0.00084	-0.02496	-4e-05	-0.17178	-206.97138	-1.29929	-0.00227	-0.06153	0.00016	-0.34945	-264.59582	-2.67315	-0.00128	-0.03951	-0.00016	-0.18564	455.12627	1.77303	0.00376	0.08802	7e-05	-0.07784	-286.30004	-1.62173	-0.00256	-0.03084	-7e-05	0.11202	-278.99289	0.0552	-0.0042	-0.11513	0.00026	-0.25246	-23.48949	4.2266	-0.00053	-0.05631	-0.00049	-0.74659	1146.58462	-3.44307	0.00904	0.19204	0.00055	0.24428	-825.74449	-4.5734	-0.00141	-0.02379	-0.00043	0.35361	122.34418	4.4616	-0.00269	-0.03717	0.00023
596	0.08759	-706.69731	0.51842	-0.00311	-0.07894	-0.00045	-0.10534	-222.61806	0.47736	-0.00135	-0.03885	-0.00067	-0.40226	503.91773	-1.92421	0.0019	0.06863	0.00085	0.0378	-338.44724	-0.54358	-0.0032	-0.05184	0.00127	-0.2344	-312.7968	-1.51849	-0.00071	-0.05337	-0.00145	0.13987	103.0544	2.25055	-0.00054	-0.02911	-0.00206	0.23739	-148.2421	-0.87732	-0.00228	0.01953	0.00211	0.34181	-426.44417	4.0737	0.00034	-0.093	-0.00113	-0.3678	-135.80427	-2.99793	-0.00189	-0.03209	-0.00144	-0.5077	1037.8764	-5.15756	0.00597	0.17523	-0.00165	0.06232	-1886.6241	-4.95832	-0.01238	-0.2219	0.00045	0.10847	337.66707	1.13262	7e-05	-0.01576	-0.00199	-0.24965	1847.0744	-1.91416	0.01693	0.27465	0.00016	-0.2139	-287.9736	-9.21049	-0.00133	0.0552	0.00117
597	-0.18815	49.71957	-1.59429	-3e-05	0.03253	-0.00145	-0.39275	-693.40247	-2.05308	-0.00437	-0.10936	0.00049	0.05631	-38.07923	3.00167	-0.00168	-0.08877	-0.00047	-0.54709	-96.84389	-1.81	0.00098	-0.00472	-0.00241	-0.22767	-660.47262	-1.445	-0.00261	-0.08396	0.0002	0.32133	356.98641	3.06556	0.00069	-0.00446	-8e-05	-0.31785	282.77154	-1.69375	0.00252	0.06447	-0.00286	0.39834	-297.149	-0.51286	-0.00153	0.00863	0.00481	1.32104	419.27693	3.265	0.00271	0.11013	-0.00272	-1.1307	238.51911	-2.804	-9e-05	-0.00702	0.00145	-0.41186	-462.33696	-1.485	-0.00155	-0.08023	-0.00027	-0.1356	-164.14329	2.18	-0.00443	-0.11422	-0.00274	0.16792	482.85071	-0.08	0.00482	0.12476	0.00082	0.54308	-338.23462	-0.4	0.00039	0.01451	0.00178
598	-0.14333	-511.2881	-2.83006	-0.00379	-0.06365	-0.00042	-0.07842	-424.58498	0.02172	-0.0029	-0.06485	-0.0002	0.17385	561.08616	2.27196	0.00437	0.08052	-0.00046	-0.4347	-350.73323	-4.218	-0.00238	-0.02953	0.00023	0.07087	243.25818	0.54964	0.00037	0.00859	-0.00032	0.27034	-29.80951	1.52018	0.00046	0.00747	0.00013	-0.39602	-78.52779	-3.64332	0.00072	0.00879	0.00067	-0.07254	-367.04548	1.14342	-0.00239	-0.08806	-0.00022	-0.1206	-119.12584	-1.92738	-0.00059	0.00941	-0.00058	-0.24885	1183.55151	-1.52382	0.00725	0.14825	-0.0014	0.56048	-885.28379	6.65884	-0.00685	-0.17504	0.00087	-0.10906	-874.30151	-7.00871	-0.00478	-0.0667	-7e-05	0.41315	1235.99204	9.49751	0.0095	0.17929	0.00052	-0.17717	-606.52729	-7.19182	-0.00444	-0.07961	-0.00014
599	0.07407	194.74056	-1.19076	0.00107	0.03264	0.00072	-0.20835	-501.53103	-0.88038	-0.00304	-0.08324	-0.00078	-0.51302	-289.91801	-3.39456	-0.00145	-0.03656	-0.00053	-0.16947	155.84124	0.88026	0.00083	0.02782	-0.00011	0.4804	378.36319	2.08993	0.00173	0.05098	-0.00097	-0.0107	-370.58677	1.43466	-0.0028	-0.09733	-0.00028	-0.26482	-536.0643	-0.68637	-0.00391	-0.12324	0.00038	-0.26623	25.06465	-1.12891	0.00026	0.01337	0.00122	-0.06597	22.4733	-3.29931	0.0023	0.06593	-0.0006	0.51105	11.26868	4.48516	0.00092	0.025	-0.00028	-0.23416	-72.74215	-1.36634	-0.00019	-0.01709	-0.00038	0.20553	484.24238	2.72359	0.00196	0.0577	-0.00194	-0.39565	685.20618	-5.43776	0.004	0.11177	-0.00198	0.46912	-508.12559	3.67141	-0.00192	-0.0548	0.00086
600	0.12825	-79.05511	0.67443	-0.00095	-0.01289	-0.00116	0.09935	-224.86978	1.17953	-0.00117	-0.03617	-0.00048	-0.09278	-70.38507	1.16799	0.00039	-0.01279	0.0001	-0.4736	-32.50985	-2.5305	0.00017	-0.02392	-0.00087	0.40495	-297.4834	1.26538	-0.00217	-0.02697	0.00117	-0.00312	377.49671	-0.97047	0.00176	0.06176	-0.001	0.05988	265.38835	0.58854	0.00168	0.05398	-0.00018	-0.22745	-315.88154	-1.35129	-0.0016	-0.05167	0.00023	-0.99131	-13.8324	-6.53607	-0.00053	-0.00697	-0.00012	-0.20935	129.996	-0.98889	-0.00039	-0.01963	0.0005	-0.44298	-90.8764	-4.57879	-0.0	-0.00748	-0.0003	0.18524	-288.00107	-2.50884	-0.00055	-0.01189	-0.00031	0.71448	328.3866	5.50771	0.00137	0.02127	0.00112	0.1346	13.7676	1.14738	0.00132	0.04616	-0.00069
601	0.38062	412.02	2.85696	0.00225	0.06516	-0.00097	-0.15237	-125.13643	-1.61384	-0.00101	-0.01516	-0.00078	-0.23086	-573.91846	-2.77226	-0.00296	-0.0609	0.00068	0.00431	-724.1175	-1.71396	-0.00284	-0.05402	0.00067	0.15827	-93.07909	1.46108	-0.00043	-0.00184	-0.00115	0.10202	378.098	2.51537	0.00174	0.02693	-0.00073	-0.01892	633.26	1.05368	0.00268	0.06199	0.00189	-0.38441	342.49	-1.61688	0.00112	0.02799	-0.00073	-0.63855	18.63857	-5.03616	0.00079	0.01187	-0.00095	-0.35752	-581.07167	-4.02063	-0.00242	-0.06541	0.00075	-0.06505	-624.018	-2.66237	-0.00244	-0.07682	0.00059	0.01249	-291.1625	-0.09062	-0.00178	-0.07237	-0.00164	0.02601	-516.69333	1.38646	-0.00316	-0.15568	0.00037	0.07568	-122.63	1.01188	-0.00178	-0.09517	-0.00398
602	0.07072	202.62183	0.93265	0.00095	0.0281	-0.00027	-0.00863	-450.51129	-1.06367	-0.00244	-0.0655	-0.00054	0.03749	180.23673	0.25234	0.00058	0.02304	-0.00098	-0.08955	566.97785	-0.43037	0.00316	0.0953	-0.0008	-0.07139	127.2038	-0.52016	0.00044	0.01986	0.00204	-0.01422	-528.71893	-0.1056	-0.00286	-0.08879	-0.00028	-0.16385	-402.84235	-2.75599	-0.00129	-0.03452	0.00043	-0.11979	270.26754	-1.70354	0.00222	0.06229	-0.00146	0.00974	-138.20427	1.19796	-0.00076	-0.03788	-0.00042	-0.09009	-753.9668	-1.27822	-0.00396	-0.11647	0.00114	0.07871	-748.0606	-2.67466	-0.00347	-0.08132	-0.00055	0.2471	-611.6556	1.29307	-0.00238	-0.08022	0.00153	-0.00288	166.6504	3.34251	-0.00024	-0.03836	-0.00181	0.1207	-192.6016	8.86018	-0.00353	-0.19839	-0.0068
603	-0.09097	-266.99097	-1.5406	-0.00146	-0.05197	-0.0005	-0.23393	-23.11162	-2.09898	-0.00052	-0.01716	0.00014	0.30147	139.54873	3.22857	0.00035	0.03452	0.00012	-0.45346	-333.63419	-3.70051	-0.00228	-0.08023	-0.00024	0.14874	220.51524	-2.5828	0.00232	0.07869	0.00036	0.71761	-244.66916	3.79462	-0.00051	0.00623	-0.00046	-0.68716	130.40376	-1.11985	-0.0008	-0.04013	0.00047	-0.49379	8.12246	-3.1096	0.00063	0.00053	-0.00034	0.68076	-228.44838	8.81373	-0.00156	-0.0536	4e-05	-0.50226	537.11298	-1.7536	0.00214	0.04441	0.00035	0.34205	-591.59166	-4.1526	-0.00261	-0.03756	-0.00053	-0.67197	27.42084	3.6904	0.00034	-0.00302	0.00031	-2.2702	405.42418	-9.3396	0.00202	0.01697	5e-05	-0.87758	-148.12916	-12.5976	-0.00013	0.0035	-0.00018
604	-0.18617	535.22037	-1.29254	0.00338	0.08832	0.00058	0.16159	-171.71859	0.76068	-0.00204	-0.04545	-0.00081	-0.178	-580.64299	-1.94623	-0.00499	-0.09592	2e-05	0.0023	-48.12049	0.50469	-0.00112	0.00098	-0.00075	-0.17189	560.06604	-1.7068	0.00305	0.08789	-0.00047	0.08436	199.81633	0.6556	0.00069	0.01772	-0.00079	-0.11642	-326.10232	0.40985	-0.00164	-0.05129	-0.0003	0.26113	-189.7063	1.35817	-0.00096	-0.04305	0.00096	-0.06669	187.05173	-0.47907	0.00371	0.06469	-0.00028	-0.00216	345.92738	-1.0852	0.00487	0.08056	-0.00167	0.05098	-856.67682	1.4436	-0.00229	-0.10218	0.00019	-0.23151	-1934.69893	-0.91973	-0.01066	-0.28534	0.00041	0.17994	-2046.82049	0.3936	-0.01264	-0.32605	-0.00061	-0.03786	-1662.20782	-2.0384	-0.01167	-0.23002	0.0002
605	0.30924	515.06752	2.89733	0.00199	0.05482	-0.00123	0.07545	149.5237	1.15786	-0.00029	-0.01292	-0.00144	-0.02971	-146.82138	0.48231	-0.00204	-0.05788	0.00218	0.03002	-75.75611	-0.2075	-0.00059	-0.01492	-0.00123	0.21153	10.63166	0.89727	0.00073	0.0313	-0.00157	0.09224	-175.63371	0.236	0.00025	-0.01207	0.00019	-0.23677	-290.65284	-1.06111	-0.00149	-0.04827	-3e-05	-0.01308	-369.76848	-1.3725	-0.00161	-0.04428	-0.00028	-0.18365	-613.83715	-1.11714	-0.00304	-0.08905	0.00085	0.22875	-627.96975	-1.70167	-0.00213	-0.05952	0.00023	-0.1222	-707.40277	-3.42	-0.00282	-0.07826	-1e-05	-0.80673	55.14941	-5.545	0.00148	0.0561	0.00028	-1.22842	567.0041	-6.72667	0.00365	0.11668	-0.00026	-1.73543	1018.72129	-7.63	0.00574	0.17351	-0.00025
606	0.25966	1.77895	2.27968	-0.00155	-0.01302	-0.00203	-0.42266	-823.66288	-1.36145	-0.00488	-0.14282	-0.00063	0.17638	-74.56007	-1.01139	0.00188	0.03303	-0.00023	0.17027	-448.54105	-1.39737	-0.00175	-0.04717	-0.00068	-0.83579	-87.43356	-3.90989	-0.00228	-0.04328	0.00257	-0.78489	1354.99375	-2.59815	0.00735	0.20363	-0.00294	0.02475	-16.57854	1.16569	-0.0017	-0.02817	0.00181	0.13868	-602.11034	2.08397	-0.00461	-0.15501	-6e-05	-0.14668	-36.84573	0.25611	0.00393	0.03363	-0.00079	0.27062	-954.19502	-0.42156	-0.00369	-0.09761	-0.00054	0.19605	-123.58979	0.40111	-0.00179	0.01866	-0.00323	0.19662	2414.23671	2.43333	0.01615	0.3205	0.00811	0.11892	-111.22162	0.46611	-0.0059	-0.04969	-0.00268	0.2491	-5291.44596	-2.65222	-0.04038	-0.79386	-0.00294
607	-0.3766	-46.66443	-3.43169	0.0016	0.03441	-0.00012	0.09023	-656.34062	0.40098	-0.00457	-0.09122	-6e-05	-0.16589	43.87271	-0.59673	-0.00183	-0.0433	0.0	-0.36196	-159.00353	0.97015	-0.0029	-0.09167	4e-05	0.12017	-227.80249	-0.1532	-0.00231	-0.04878	-3e-05	-0.30485	-123.12536	-3.55507	0.00032	0.03051	2e-05	0.51371	419.16129	4.56385	0.0035	0.06258	2e-05	-0.06942	430.93557	-2.78783	0.00548	0.13626	-7e-05	0.39403	92.13293	2.2136	0.00101	0.02861	0.0	-0.46134	-650.02916	-3.4304	-0.00646	-0.14048	-0.00029	0.22184	-690.51046	3.4011	-0.00585	-0.12651	0.00019	-0.01318	1132.13893	2.93227	0.00498	0.06465	0.0002	-0.70838	371.69871	-7.5934	0.00463	0.11532	-0.00017	0.69466	-1051.70862	1.4696	-0.00314	-0.04171	-4e-05
608	-0.27381	-672.88297	-1.00984	-0.00481	-0.1204	1e-05	-0.23714	-169.82695	-1.65607	-0.00102	-0.01903	0.00035	0.58606	-298.93582	3.38917	-0.0011	-0.0468	0.00027	-1.07884	195.42557	-3.1801	0.00115	-0.00909	-0.00035	-0.40329	142.30364	-2.14889	0.00088	0.03125	-0.00053	0.48793	-110.30916	1.61556	-0.00072	0.00099	-0.00065	-0.70374	213.78893	-4.23056	0.00112	0.01921	-0.00089	0.69537	3.16656	0.58968	-0.00096	0.04961	-0.00101	0.87628	326.01662	5.02556	0.00176	0.02068	-0.00156	-0.86876	-538.25382	-3.33756	-0.00214	-0.08672	-0.00038	0.5795	-956.25349	1.04861	-0.00503	-0.12067	-0.00053	-0.11993	223.3324	3.99444	-0.00206	-0.1133	-0.00189	-0.92595	3791.88384	-2.97389	0.0291	0.74812	0.00907	0.4558	-5290.42116	-1.71889	-0.03987	-0.79388	-0.00086
609	-0.03476	-178.03627	0.31452	-0.00102	-0.02175	-7e-05	-0.07637	187.6488	-2.97647	0.00116	0.0537	-2e-05	-0.05813	-2.25139	0.01477	-7e-05	0.00191	-0.0	-0.11246	-120.77737	1.71556	-0.00166	-0.05602	-0.00013	-0.02326	159.66111	-1.51449	0.00073	0.03847	0.00015	-0.17855	-335.88481	-1.08121	-0.00164	-0.05131	-5e-05	0.5141	578.78153	2.76929	0.00436	0.11349	-1e-05	0.23518	-514.04698	0.28214	-0.00289	-0.09653	-0.00014	-0.31275	-107.05722	-1.88662	-0.00019	-0.00237	-5e-05	-0.52088	-222.85556	-0.11916	-0.00106	-0.05611	0.00011	-0.12313	-437.68889	2.78704	-0.00477	-0.1761	-3e-05	-0.53573	60.92	-2.80596	-3e-05	0.00852	1e-05	-1.00764	-732.35556	-5.91829	-0.00386	-0.14684	-4e-05	-0.48902	183.75111	-1.97396	0.00068	0.01927	8e-05
610	0.05202	147.02332	-0.08103	0.00177	0.01377	1e-05	-0.2638	-485.08341	-1.73017	-0.00416	-0.08701	0.00014	-0.0054	-86.13043	0.18167	0.00049	0.00524	-7e-05	-0.26303	643.69824	0.12444	0.00604	0.12282	-0.0009	-0.137	-610.08929	-1.64722	-0.00484	-0.09504	-0.0003	0.19047	-1212.18019	-0.22593	-0.01085	-0.21575	-0.00058	0.26003	-69.87699	1.15569	-0.00143	-0.01602	-0.00141	-0.3252	490.99332	0.34968	0.00303	0.07549	-0.00077	-0.38992	-272.28182	-0.33889	-0.00308	-0.0628	-0.00089	-0.17777	-975.72596	-1.38489	-0.00667	-0.18884	0.00011	0.08123	1289.65918	-0.61139	0.00744	0.20751	0.0042	0.40037	1354.58418	3.28444	0.00791	0.20059	-0.00171	0.31898	-25.71416	1.02778	0.00223	0.04052	0.00074	0.10137	-1625.60916	-3.82222	-0.00283	-0.15059	0.00071
611	-0.21416	-185.68609	-0.59096	-0.00176	-0.04471	-0.00016	-0.09467	-302.12895	0.10928	-0.00201	-0.05307	-0.00021	-0.04709	197.10823	-0.36424	0.00198	0.05236	0.00019	-0.2678	-92.05755	0.50582	-0.00234	-0.07824	-0.0	0.06671	-210.78723	-1.83326	0.00073	0.03069	-0.00025	0.00219	224.69366	-2.14915	0.00111	0.04976	-6e-05	0.00581	-405.17943	1.24733	-0.004	-0.10151	0.00033	0.51879	-23.34016	3.34809	0.00157	0.00938	-0.00041	-0.03058	-350.81395	-2.35523	-0.00199	-0.05052	-7e-05	-0.62073	358.70182	0.06348	0.00094	0.00995	0.00038	0.0642	327.42141	0.27504	0.00271	0.06462	-9e-05	-0.20902	-166.31797	-1.09512	-0.00242	-0.06281	0.00015	-0.37734	-158.53984	-5.2685	0.00022	0.03491	-0.00032	-0.26651	1097.81641	-2.88527	0.00745	0.19843	0.00033
612	0.19263	-121.3296	2.53717	-0.00091	-0.05239	-0.00108	0.17851	128.18906	1.21345	0.00072	0.03186	0.00138	-0.02818	-279.19083	-1.31423	-0.00106	-0.03517	-0.0007	-0.4972	1.29657	-4.48531	0.00019	0.01955	-0.00049	-0.47807	-235.21556	-4.5472	-0.00055	-0.01837	0.00056	-0.43118	-179.60815	-4.08284	-0.00065	-0.00766	-0.00099	-0.00289	11.47819	-0.34215	0.00014	-0.00026	2e-05	-0.1388	-29.45603	0.79474	-0.00104	-0.04557	-0.00156	0.47891	63.70111	5.80193	0.00021	0.00928	-0.00037	0.52707	211.68978	3.4316	0.00036	-0.00206	-0.00064	-0.07231	-294.37222	0.9761	-0.00134	-0.0386	0.00117	0.30981	-103.27889	2.45893	-0.00018	0.00331	0.00053	-0.29359	-82.17722	-6.7844	9e-05	0.01728	-0.00028	-0.90797	633.30778	-7.1344	0.00291	0.08795	3e-05
613	-0.27128	-296.51454	-1.53357	-0.00089	-0.02306	0.00181	-0.08021	-45.17548	-0.9	-0.00086	-0.02628	-0.00196	-0.23972	121.9686	0.61167	-0.00021	-0.0033	-0.00091	-0.16617	-554.49931	-1.45273	-0.00364	-0.09043	-0.00092	0.23415	62.0134	0.342	0.00065	0.02536	-0.00259	0.03503	-307.11818	0.21444	-0.00087	-0.03241	-0.00053	-0.11388	126.26585	-2.2175	0.00018	0.01193	-0.00187	0.68799	-463.7644	3.58143	-0.00422	-0.08448	-0.00208	-0.56	857.29827	0.45333	0.0052	0.11084	0.00363	-0.3337	741.5564	-2.892	0.00597	0.17169	0.00461	0.07457	-645.9204	0.83	-0.00144	-0.07999	-0.00278	-0.28753	456.1076	-3.32667	0.00387	0.07234	-0.00261	1.40887	-1140.0414	4.36	-0.00946	-0.17219	0.00096	-1.43954	-1497.1104	0.25	-0.015	-0.45912	0.00079
614	0.16223	-51.61056	1.13146	-0.00112	-0.01357	-3e-05	0.09247	-209.56786	0.38745	-0.00108	-0.0352	0.0001	-0.12888	-91.31194	-0.2634	-0.00035	-0.01353	-6e-05	-0.28725	38.11354	-0.69695	0.00074	-0.01792	5e-05	0.04952	-364.83256	-1.556	-0.0026	-0.03283	-0.00023	0.09294	76.05889	0.03804	0.001	0.03625	-0.0002	0.18376	114.05111	-0.4289	0.00132	0.03461	-0.00016	-0.39711	35.11921	-2.93897	0.00036	-0.01286	-0.00013	-0.46421	-182.09611	-1.5244	-0.00156	-0.04136	-2e-05	-0.90321	521.66378	-4.9508	0.00201	0.04932	9e-05	-0.49365	-140.25389	-1.8069	-0.00089	-0.02883	0.00011	0.39316	-195.29444	2.59227	-0.00068	-0.01559	0.00029	0.76802	-27.14222	5.4946	-3e-05	0.01013	-0.00068	0.51648	43.12111	2.7556	0.00025	0.01114	0.00072
615	-0.22754	113.8889	-0.76034	2e-05	0.00638	-2e-05	0.02796	61.01394	1.10902	-0.00034	-0.01777	3e-05	-0.11843	-128.54029	-3.18723	0.00091	0.00754	-0.00016	-0.18868	-202.12911	-3.45856	-0.00133	-0.01853	-4e-05	-0.24142	-118.37889	-2.81202	-0.00114	-0.00871	-0.00011	-0.01892	-170.25721	-2.34677	-0.00114	0.00289	-0.00014	-0.05174	-85.18412	1.99113	-0.00097	-0.02881	0.0001	0.12158	-330.52253	1.27719	-0.00342	-0.05057	1e-05	0.64551	355.53904	8.16171	0.00114	0.00081	0.00024	-0.62694	284.57364	-5.03809	0.00177	0.04383	-3e-05	0.17064	179.01488	3.04588	0.00134	0.04255	0.00031	0.42278	-441.49907	-1.20462	-0.00078	-0.01199	-0.00028	-0.8374	-645.25096	-6.11396	-0.00256	-0.1374	-0.00022	0.49624	-664.36529	1.33404	-0.00046	-0.03448	-0.00041
616	0.05662	-225.44643	0.25776	-0.0016	-0.0371	-2e-05	-0.195	169.98692	-2.85334	0.00134	0.02944	-8e-05	-0.11351	-145.265	-0.96018	-0.00049	-0.00675	-0.00022	-0.2621	90.52545	-2.17959	-0.0001	-0.00749	-0.00029	-0.03608	-213.495	-1.28556	-0.00057	-0.00479	0.00015	0.24839	3.24333	3.49827	-0.00032	0.00295	8e-05	0.37442	105.7725	4.58071	-0.00165	-0.03201	0.00033	-0.21766	-83.22571	-3.17805	0.00093	0.01678	-0.00013	-0.37467	-22.99	-4.44418	-0.00105	-0.02019	-0.00037	-0.33861	-216.32	-2.15502	-0.00056	-0.03107	2e-05	-0.17239	136.905	-1.80879	0.00166	0.06391	-0.0003	0.34527	-708.57333	3.32716	-0.00634	-0.11715	0.00039	0.34663	904.76	3.18638	0.00903	0.13965	-0.00018	0.48931	-138.04	5.06071	-0.00367	-0.06581	0.00047
617	-0.2079	95.11961	-2.76532	0.00021	0.01784	-0.00073	0.01308	41.62705	0.72111	0.0001	0.01231	-2e-05	-0.08406	-41.28788	-0.69306	0.00028	0.01	0.00069	-0.25144	-46.8917	-3.69525	-9e-05	-0.0073	-0.00078	0.48038	-165.84689	4.96911	-0.00085	-0.0224	-0.00018	-0.30747	-52.49567	-3.93148	0.00024	-0.00929	-0.0003	-0.04602	-257.27041	0.25278	-0.00107	-0.04572	0.00069	-0.24926	-354.18992	-0.75698	-0.00113	-0.03787	0.00034	-0.19127	44.56973	-1.88222	-5e-05	-0.00531	-0.00112	0.42528	115.28924	7.13244	0.00015	-0.01233	0.00016	0.1348	79.28151	0.36528	-0.00046	0.00481	-0.00308	-0.06827	353.36729	-2.35333	0.00134	0.03174	0.00023	0.042	283.76284	-0.22556	0.00094	0.01443	-0.00075	-0.9504	-715.07716	-16.06222	-0.00164	-0.02815	-0.00097
